	CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	kg_ids_groundtruth
424	100001956	400	37431	156358	Amino Acid	Urea cycle; Arginine and Proline Metabolism	528.0	NAMED	CWLQUGTUXBXTLF-UHFFFAOYSA-N	O=C(O)C1N(C)CCC1	N-methylproline	N-methylproline				475-11-6	541	HMDB0094696		643474	Pos Early	['HMDB:HMDB0094696', 'HMDB:HMDB0242151']
425	100001977	402	57591	211608	Cofactors and Vitamins	Vitamin A Metabolism	4651.0	NAMED	DMASLKHVQRHNES-QQGJMDNJSA-N	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CC(O)C1	beta-cryptoxanthin	beta-cryptoxanthin				472-70-8	4904571	HMDB0033844	C08591	5281235	Pos Late	['UNII:177RP9H0XI', 'CHEBI:10362']
426	100001987	209	37190	144226	Lipid	Androgenic Steroids	3455.0	NAMED	JHFAETDERBWUOO-ARKAXQQOSA-N	C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)([H])C[C@@H](OS(=O)(O)=O)CC1	5alpha-androstan-3beta,17beta-diol disulfate	5alpha-androstan-3beta,17beta-diol disulfate				571-20-0		HMDB00493	C12525	90186325	Neg	['CHEBI:18329', 'CHEBI:133115']
427	100001988	209	37198	144254	Lipid	Progestin Steroids	3349.0	NAMED	LSQGWMYMIHQKSA-VNCHAANSSA-N	C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CCC4C(OS(=O)(O)=O)C)([H])C[C@@H](OS(=O)(O)=O)CC1	5alpha-pregnan-3beta,20alpha-diol disulfate	5alpha-pregnan-3beta,20alpha-diol disulfate						HMDB0094650		118703093	Neg	['CHEBI:133119']
430	100001992	209	37202	144229	Lipid	Androgenic Steroids	3432.0	NAMED	UWPTUYJASNIIJM-QJIZPQHZSA-N	C[C@@]12C(CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)=C[C@@H](OS(=O)(O)=O)CC1	androstenediol (3beta,17beta) disulfate (1)	androstenediol (3beta,17beta) disulfate (1)						HMDB0240313	C04295	87120982	Neg	['CHEBI:133124', 'CHEBI:2710']
432	100001994	209	37203	144269	Lipid	Androgenic Steroids	3433.0	NAMED	UWPTUYJASNIIJM-QJIZPQHZSA-N	C[C@]12C(CCC3C1CC[C@]4(C3CC[C@@H]4OS(=O)(O)=O)C)=C[C@H](CC2)OS(=O)(O)=O	androstenediol (3beta,17beta) disulfate (2)	androstenediol (3beta,17beta) disulfate (2)						HMDB0240313		87120982	Neg	['CHEBI:133124']
433	100001999	209	46115	143743	Lipid	Pregnenolone Steroids	3322.0	NAMED	CBOVWLYQUCVTFA-WGKOQXAXSA-N	C[C@@]1([C@H]2[C@@](COS(=O)(O)=O)=O)[C@](CC2)([H])[C@@](CC=C3[C@@]4(CC[C@H](OS(=O)(O)=O)C3)C)([H])[C@@]4([H])CC1	21-hydroxypregnenolone disulfate	21-hydroxypregnenolone disulfate				1164-98-3	118625	HMDB0242133		134595	Neg	['CHEBI:133695', 'CHEBI:28043']
434	100002008	209	37183	144260	Lipid	Androgenic Steroids	3427.0	NAMED	LERFMBCTNMFXCT-SKIFDASYSA-N	O[C@H]1C2(C)C(CC1)C(CCC3C4(C)CC[C@@H](OS(=O)(O)=O)C3)C4CC2	5alpha-androstan-3alpha,17alpha-diol monosulfate	5alpha-androstan-3alpha,17alpha-diol monosulfate						HMDB0000412			Neg	['CHEBI:40836']
435	100002009	209	37196	144279	Lipid	Progestin Steroids	3340.0	NAMED	NOGKXXMAHGCQBS-VNCHAANSSA-N	O[C@H]1CC[C@@]2(C)[C@](CCC3C2CC[C@@]4(C)C3CCC4C(C)OS(=O)(O)=O)([H])C1	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	5alpha-pregnan-3beta,20beta-diol monosulfate (1)						HMDB0240580			Neg	['PUBCHEM.COMPOUND:156960896']
437	100002015	209	46172	144285	Lipid	Progestin Steroids	3350.0	NAMED	LSQGWMYMIHQKSA-UHFFFAOYSA-N	CC(OS(=O)(O)=O)C1CCC2C3CCC4CC(OS(=O)(O)=O)CCC4(C)C3CCC21C	5alpha-pregnan-diol disulfate	5alpha-pregnan-diol disulfate					4302261	HMDB0240581,HMDB0240582		3082277,5127902	Neg	['PUBCHEM.COMPOUND:99600203', 'PUBCHEM.COMPOUND:5127902', 'PUBCHEM.COMPOUND:3082277']
438	100002018	209	37186	144270	Lipid	Androgenic Steroids	3447.0	NAMED	LERFMBCTNMFXCT-ILBJSTGGSA-N	C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4O)([H])C[C@H](OS(=O)(O)=O)CC1	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	5alpha-androstan-3alpha,17beta-diol monosulfate (1)						HMDB0247995		121596226,121596225	Neg	['CHEBI:133110', 'PUBCHEM.COMPOUND:73744476', 'CHEBI:133105']
439	100002021	209	37187	144291	Lipid	Androgenic Steroids	3458.0	NAMED	JHFAETDERBWUOO-ILSMVHKQSA-N	O=S(O[C@@H]1CCC2C3CC[C@@]4([H])C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C)(O)=O	5alpha-androstan-3beta,17alpha-diol disulfate	5alpha-androstan-3beta,17alpha-diol disulfate						HMDB0240625		56639109	Neg	['CHEBI:133112', 'CHEBI:133101']
443	100002028	209	37211	144263	Lipid	Androgenic Steroids	3429.0	NAMED	VPDALJSLCNNODJ-QJIZPQHZSA-N	O[C@H]1CCC2C3CCC4=C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C	androstenediol (3beta,17beta) monosulfate (1)	androstenediol (3beta,17beta) monosulfate (1)				521-17-5		HMDB0240429		129670631,13847309	Neg	['CHEBI:232564', 'CHEBI:190287', 'CHEBI:2710', 'CHEBI:178055']
444	100002029	209	37210	144261	Lipid	Androgenic Steroids	3430.0	NAMED	KMTOEENORMWLCF-QJIZPQHZSA-N	O[C@H]1CC[C@@]2(C)C(CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)=C1	androstenediol (3beta,17beta) monosulfate (2)	androstenediol (3beta,17beta) monosulfate (2)						HMDB0240429,HMDB0186954			Neg	['CHEBI:178055', 'CHEBI:232564']
445	100002049	209	37445	151041	Xenobiotics	Drug - Cardiovascular	5885.0	NAMED	VXIXUWQIVKSKSA-UHFFFAOYSA-N	OC(C1=CC=CC=C1O2)=CC2=O	4-hydroxycoumarin	4-hydroxycoumarin				1076-38-6	10254753		C20414	54682930	Neg	['CHEBI:40070']
446	100002067	209	32619	149838	Lipid	Pregnenolone Steroids	3328.0	NAMED	MENQCIVHHONJLU-UHFFFAOYSA-N	CC(C1CCC2C3CCC4CC(OS(O)(=O)=O)CCC4(C3CCC12C)C)=O	pregnenediol sulfate (C21H34O5S)*	pregnenediol sulfate (C21H34O5S)*				1247-64-9	13465233				Neg	['PUBCHEM.COMPOUND:22460674', 'CHEBI:35420']
447	100002070	400	37253	156347	Lipid	Fatty Acid, Dicarboxylate	1709.0	NAMED	HWXBTNAVRSUOJR-UHFFFAOYSA-N	O=C(O)CCC(O)C(O)=O	2-hydroxyglutarate	2-hydroxyglutarate				40951-21-1	42	HMDB0059655	C02630	43	Pos Early	['CHEBI:228282', 'CHEBI:17084']
448	100002094	209	44876	127733	Cofactors and Vitamins	Tocopherol Metabolism	4584.0	NAMED	VMJQLPNCUPGMNQ-UHFFFAOYSA-N	OC1=C(C)C(C)=C(OC(C)(CCC(O)=O)CC2)C2=C1	gamma-CEHC	gamma-CEHC				178167-75-4	117455	HMDB0001931		133098	Neg	['CHEBI:89379']
449	100002102	209	37432	127667	Nucleotide	Pyrimidine Metabolism, Uracil containing	4455.0	NAMED	LJLLAWRMBZNPMO-UHFFFAOYSA-N	CC(NCCC(O)=O)=O	N-acetyl-beta-alanine	N-acetyl-beta-alanine				3025-95-4	68881	HMDB0061880	C01073	76406	Neg	['CHEBI:16682']
450	100002113	400	37443	156369	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	477.0	NAMED	ADVPTQAUNPRNPO-UHFFFAOYSA-N	O=C(C(CS(O)=O)N)O	cysteine sulfinic acid	cysteine sulfinic acid				207121-48-0	107	HMDB0000996	C00606	109	Pos Early	['UNII:UZY4HYK4ZX', 'CHEBI:16345']
451	100002122	209	39600	141918	Xenobiotics	Benzoate Metabolism	4684.0	NAMED	XDOFWFNMYJRHEW-UHFFFAOYSA-N	O=C(C1=CC=CC(O)=C1)NCC(O)=O	3-hydroxyhippurate	3-hydroxyhippurate				1637-75-8	396603	HMDB0006116		450268	Neg	['CHEBI:70824']
452	100002126	209	38168	143871	Lipid	Androgenic Steroids	3408.0	NAMED	ALBNSVAJDFJRKQ-UAFBDMIJSA-N	O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C	16alpha-hydroxy DHEA 3-sulfate	16alpha-hydroxy DHEA 3-sulfate						HMDB0062544		20848950	Neg	['CHEBI:87774', 'CHEBI:87538']
453	100002128	209	37482	151073	Lipid	Pregnenolone Steroids	3316.0	NAMED	OMOKWYAQVYBHMG-QUPIPBJSSA-N	O=[C@@](C)[C@@]1(O)CC[C@@]2([H])[C@]3([H])CC=C4CC(OS(=O)(O)=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C	17alpha-hydroxypregnenolone 3-sulfate	17alpha-hydroxypregnenolone 3-sulfate				28901-70-4	134824	HMDB0000416		152971	Neg	['CHEBI:89454']
454	100002129	209	38170	127723	Lipid	Pregnenolone Steroids	3312.0	NAMED	DIJBBUIOWGGQOP-QGVNFLHTSA-N	C[C@]12CC[C@H](OS(=O)(O)=O)CC1=CC[C@@]3([H])[C@]4([H])CC[C@H]([C@](C)=O)[C@](C)4CC[C@]23[H]	pregnenolone sulfate	pregnenolone sulfate				1247-64-9	94802	HMDB0000774	C18044	105074	Neg	['PUBCHEM.COMPOUND:20845972', 'CHEBI:35420']
455	100002137	209	37372	143751	Lipid	Eicosanoid	2181.0	NAMED	KGIJOOYOSFUGPC-XTDASVJISA-N	OC(CCCC(O)/C=C/C=C\C/C=C\C/C=C\CCCCC)=O	5-HETE	5-HETE				73307-52-5	8038582	HMDB0011134	C04805	5280733	Neg	['CHEBI:165284']
456	100002152	209	32827	149822	Lipid	Androgenic Steroids	3462.0	NAMED	UNURIUSTYBXRLV-UHFFFAOYSA-N	CC12CCC(O)CC1=CCC3C2CCC4(C)C3CC(OS(=O)(O)=O)C4=O	andro steroid monosulfate C19H28O6S (1)*	andro steroid monosulfate C19H28O6S (1)*									Neg	['PUBCHEM.COMPOUND:53420738']
457	100002153	400	38100	156425	Xenobiotics	Food Component/Plant	5017.0	NAMED	MUNWAHDYFVYIKH-RITPCOANSA-N	O[C@H]1C[N+](C)(C)[C@H]([C@@]([O-])=O)C1	betonicine	betonicine				515-25-3	144333	HMDB0029412	C08269	164642	Pos Early	['CHEBI:85533']
458	100002154	400	37459	156384	Xenobiotics	Food Component/Plant	5111.0	NAMED	SSISHJJTAXXQAX-UHFFFAOYSA-N	S=C1NC(CC(C([O-])=O)[N+](C)(C)C)=CN1	ergothioneine	ergothioneine				58511-63-0	2297320	HMDB0003045	C05570	5351619	Pos Early	['CHEBI:4828', 'HMDB:HMDB0302353']
459	100002183	400	38127	156445	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	447.0	NAMED	YDBYJHTYSHBBAU-UHFFFAOYSA-N	NC(CC[S+](C)C)C([O-])=O	S-methylmethionine	S-methylmethionine				3493-12-7	8351775	HMDB0038670	C05319	458	Pos Early	['UNII:417CIJ6KXC', 'KEGG.COMPOUND:C05319', 'CHEBI:67050', 'CHEBI:17728']
460	100002185	209	38116	127709	Amino Acid	Tryptophan Metabolism	324.0	NAMED	KMAKOBLIOCQGJP-UHFFFAOYSA-N	O=C(C1=CNC2=C1C=CC=C2)O	indole-3-carboxylate	indole-3-carboxylate				771-50-6		HMDB0003320	C19837	69867	Neg	['CHEBI:24809']
461	100002196	209	37752	145686	Lipid	Fatty Acid, Monohydroxy	2060.0	NAMED	HNICUWMFWZBIFP-IRQZEAMPSA-N	OC(CCCCCCC/C=C\C=C\[C@H](CCCCC)O)=O	13-HODE + 9-HODE	13-HODE + 9-HODE						HMDB0004670,HMDB0004667	C14767,C14762	5312830,5282945,1424,5282947,5282944	Neg	['PUBCHEM.COMPOUND:5282945', 'PUBCHEM.COMPOUND:5282944', 'PUBCHEM.COMPOUND:1424', 'CHEBI:72639', 'CHEBI:78730']
463	100002204	209	43256	149802	Amino Acid	Histidine Metabolism	78.0	NAMED	FKTXRTPBUWLETL-UHFFFAOYSA-N	O=C(O)C(NC(C)=O)CC1=CN=CN1C	N-acetyl-3-methylhistidine*	N-acetyl-3-methylhistidine*				37841-04-6	19993498	HMDB0240341		193270	Neg	['CHEBI:133183']
464	100002227	402	38125	164218	Lipid	Sterol	3284.0	NAMED	NYOXRYYXRWJDKP-UHFFFAOYSA-N	CC12C(CCC3C2CCC4(C)C3CCC4C(CCCC(C)C)C)=CC(CC1)=O	4-cholesten-3-one	4-cholesten-3-one				601-57-0	427	HMDB0000921	C00599	91477	Pos Late	['CHEBI:16175', 'CHEBI:180953']
465	100002241	400	39598	156601	Xenobiotics	Xanthine Metabolism	4812.0	NAMED	YHNNPKUFPWLTOP-UHFFFAOYSA-N	CN(C1=C(N2)NC(NC1=O)=O)C2=O	7-methylurate	7-methylurate				612-37-3	62375	HMDB0011107	C16355	69160	Pos Early	['CHEBI:80470']
466	100002253	209	38637	141886	Xenobiotics	Food Component/Plant	5071.0	NAMED	YAADMLWHGMUGQL-VOTSOKGWSA-N	O=C(NCC(O)=O)/C=C/C1=CC=CC=C1	cinnamoylglycine	cinnamoylglycine				16534-24-0	618829	HMDB0011621		709625	Neg	['CHEBI:68616']
467	100002259	402	38178	159020	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1926.0	NAMED	OQWOHRPOYAVIOK-KTKRTIGZSA-N	O=C([O-])CC(OC(CC/C=C\CCCCC)=O)C[N+](C)(C)C	cis-4-decenoylcarnitine (C10:1)	cis-4-decenoylcarnitine (C10:1)				98930-66-6	28639171	HMDB0013205		57357170	Pos Late	['CHEBI:73048', 'PUBCHEM.COMPOUND:57357170', 'CHEBI:88543']
468	100002284	305	62950	220825	Lipid	Fatty Acid, Dihydroxy	2079.0	NAMED	LOUGYXZSURQALL-GBXIJSLDSA-N	C[C@@H](O)[C@H](O)C(O)=O	2S,3R-dihydroxybutyrate	2S,3R-dihydroxybutyrate				5057-93-2	9139682	HMDB0002453		10964471	Polar	['CHEBI:86391']
469	100002293	209	38150	127713	Peptide	Dipeptide	953.0	NAMED	GKZIWHRNKRBEOH-HOTGVXAUSA-N	N[C@H](C(N[C@H](C(O)=O)CC1=CC=CC=C1)=O)CC2=CC=CC=C2	phenylalanylphenylalanine	phenylalanylphenylalanine				2577-40-4	5361193	HMDB0013302		6993090	Neg	['CHEMBL.COMPOUND:CHEMBL55868']
470	100002344	209	38293	141840	Lipid	Fatty Acid, Branched	1683.0	NAMED	ZOCYQVNGROEVLU-UHFFFAOYSA-N	CC(C)CCCCCCCCCCCC(O)=O	(12 or 13)-methylmyristate (a15:0 or i15:0)	(12 or 13)-methylmyristate (a15:0 or i15:0)				2485-71-4	133106	HMDB0061707		151014	Neg	['CHEBI:39250']
471	100002356	209	38296	141846	Lipid	Fatty Acid, Branched	1694.0	NAMED	YETXGSGCWODRAA-UHFFFAOYSA-N	OC(CCCCCCCCCCCCCCCC(C)C)=O	(16 or 17)-methylstearate (a19:0 or i19:0)	(16 or 17)-methylstearate (a19:0 or i19:0)				2724-59-6	2340933	HMDB0037397		3083779	Neg	['CHEBI:133136']
472	100002367	305	63109	221751	Lipid	Fatty Acid, Dihydroxy	2080.0	NAMED	LOUGYXZSURQALL-PWNYCUMCSA-N	OC([C@H](O)[C@H](O)C)=O	2R,3R-dihydroxybutyrate	2R,3R-dihydroxybutyrate				759-06-8	17215960	HMDB0000498		13120901	Polar	['CHEBI:173466']
473	100002394	209	38140	153530	Xenobiotics	Drug - Other	6219.0	NAMED	SJJCQDRGABAVBB-UHFFFAOYSA-N	OC1=C(C(O)=O)C=CC2=C1C=CC=C2	1-hydroxy-2-naphthalenecarboxylate	1-hydroxy-2-naphthalenecarboxylate				86-48-6	6583	HMDB0243892	C03203	54675865	Neg	['CHEBI:15992', 'CHEBI:36108']
474	100002397	305	62101	218946	Amino Acid	Glutamate Metabolism	48.0	NAMED	COJBGNAUUSNXHX-UHFFFAOYSA-N	NC(CCC(C(O)=O)=O)=O	alpha-ketoglutaramate*	alpha-ketoglutaramate*				18465-19-5		HMDB0001552	C00940	48	Polar	['CHEBI:30882']
475	100002405	400	38306	156492	Xenobiotics	Drug - Metabolic	5984.0	NAMED	XZWYZXLIPXDOLR-UHFFFAOYSA-N	N=C(N(C)C)NC(N)=N	metformin	metformin				1115-70-4	3949	HMDB0001921	C07151	4091	Pos Early	['CHEBI:6801']
476	100002417	305	38276	152194	Xenobiotics	Food Component/Plant	4990.0	NAMED	JTEYKUFKXGDTEU-UHFFFAOYSA-N	OC(C(O)C(C)(O)C)=O	2,3-dihydroxyisovalerate	2,3-dihydroxyisovalerate				1756-18-9	657	HMDB0012141	C04039	677	Polar	['CHEBI:15684', 'CHEBI:15689']
477	100002455	305	57594	211402	Xenobiotics	Food Component/Plant	5130.0	NAMED	SKCKOFZKJLZSFA-UHFFFAOYSA-N	CC(O)C(O)C(O)C(O)CO	fucitol	fucitol				13074-06-1	3311	HMDB0304954		445724	Polar	['CHEBI:165503', 'CHEBI:42600']
478	100002458	305	57747	213342	Amino Acid	Leucine, Isoleucine and Valine Metabolism	375.0	NAMED	WKRBKYFIJPGYQC-DUXPYHPUSA-N	OC(C/C(C)=C/C(O)=O)=O	3-methylglutaconate	3-methylglutaconate				5746-90-7	1267861	HMDB0000522		1551553	Polar	['MESH:C022034', 'CHEBI:37245']
479	100002466	400	62103	218949	Amino Acid	Glutathione Metabolism	588.0	NAMED	ZHRLECIZINSPKL-AKGZTFGVSA-N	OC(CNC(C(N)CSSC[C@@H](C(O)=O)N)=O)=O	cysteinylglycine disulfide*	cysteinylglycine disulfide*				70555-24-7	17215992	HMDB0000709		22833544	Pos Early	['UNII:6EWB1CV9U2', 'CHEBI:89930']
480	100002488	209	57577	212130	Lipid	Secondary Bile Acid Metabolism	3580.0	NAMED	RUDATBOHQWOJDD-DNMBCGTGSA-N	O=C(O)CC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C	isoursodeoxycholate	isoursodeoxycholate				78919-26-3	113205	HMDB0000686	C17662	127601	Neg	['CHEBI:43419']
481	100002500	400	43493	157017	Amino Acid	Histidine Metabolism	84.0	NAMED	NRXIKWMTVXPVEF-BYPYZUCNSA-N	OC([C@@H](NC=N)CCC(O)=O)=O	formiminoglutamate	formiminoglutamate				816-90-0	388370	HMDB0000854	C00439	439233	Pos Early	['CHEBI:7274']
482	100002514	305	40473	152212	Amino Acid	Histidine Metabolism	80.0	NAMED	VWFWNXQAMGDPGG-UHFFFAOYSA-N	O=C1NC(C(CCC(O)=O)N1)=O	hydantoin-5-propionate	hydantoin-5-propionate				5624-26-0	761	HMDB0001212	C05565	782	Polar	['CHEBI:28297']
483	100002528	209	46960	148213	Xenobiotics	Chemical	6317.0	NAMED	QAOWNCQODCNURD-UHFFFAOYSA-N	OS(O)(=O)=O	sulfate*	sulfate*				14808-79-8	1086	HMDB0001448	C00059	5152822	Neg	['PUBCHEM.COMPOUND:5152822', 'CHEBI:16189']
484	100002537	305	40062	207371	Lipid	Fatty Acid, Dicarboxylate	1710.0	NAMED	WXSKVKPSMAHCSG-UHFFFAOYSA-N	OC(C(O)=O)CC(C(O)=O)=O	4-hydroxy-2-oxoglutaric acid	4-hydroxy-2-oxoglutaric acid				1187-99-1	579	HMDB0002070	C01127	599	Polar	['CHEBI:30923']
485	100002544	400	40499	156749	Amino Acid	Glutamate Metabolism	53.0	NAMED	HBDWQSHEVMSFGY-SCQFTWEKSA-N	OC(C(O)=O)C[C@@H](C(O)=O)N	4-hydroxyglutamate	4-hydroxyglutamate				2485-33-8	388936	HMDB0002273	C03079	439902	Pos Early	['CHEBI:32811']
486	100002568	402	40173	159259	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4630.0	NAMED	TYOWQSLRVAUSMI-WKULSOCRSA-N	OC(CCC1=C(C(CC(C(C2C)CC)NC2=O)=N/C1=C/C(NC(CC(C(C3CC)C)NC3=O)=C4C)=C4CCC(O)=O)C)=O	L-urobilin	L-urobilin				34217-90-8	4444369	HMDB0240259	C05793	5280818	Pos Late	['CHEBI:29023']
487	100002613	209	63061	221678	Cofactors and Vitamins	Pantothenate and CoA Metabolism	4551.0	NAMED	OTOIIPJYVQJATP-BYPYZUCNSA-N	OC([C@H](O)C(C)(C)CO)=O	pantoate	pantoate				470-29-1	388387	HMDB0240389	C00522	5289105	Neg	['CHEBI:15980', 'CHEBI:18697', 'CHEBI:14737']
488	100002619	305	53237	179411	Carbohydrate	Pentose Metabolism	1328.0	NAMED	HSNZZMHEPUFJNZ-SHUUEZRQSA-N	OCC([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)=O	sedoheptulose	sedoheptulose				3019-74-7	4573620	HMDB0003219	C02076	5459879	Polar	['PUBCHEM.COMPOUND:439645']
489	100002717	400	38661	156555	Xenobiotics	Tobacco Metabolite	4828.0	NAMED	XOKCJXZZNAUIQN-IENPIDJESA-N	O=C1N(C)[C@H]([C@]2=CN=CC=C2)CC1O	hydroxycotinine	hydroxycotinine				34834-67-8	8395266	HMDB0001390		107963	Pos Early	['CHEBI:71182']
490	100002719	400	38662	156556	Xenobiotics	Tobacco Metabolite	4829.0	NAMED	CIPULDKLIIVIER-VIFPVBQESA-N	O=C1N(C)[C@H]([C@]2=C[N+]([O-])=CC=C2)CC1	cotinine N-oxide	cotinine N-oxide				36508-80-2	7991264	HMDB0001411		9815514	Pos Early	['MESH:C001605', 'CHEBI:89087']
491	100002726	400	38658	156554	Xenobiotics	Drug - Cardiovascular	5877.0	NAMED	METKIMKYRPQLGS-UHFFFAOYSA-N	OC(COC1=CC=C(CC(N)=O)C=C1)CNC(C)C	atenolol	atenolol				29122-68-7	2162	HMDB0001924	D00235	2249	Pos Early	['CHEBI:31556']
492	100002734	209	39625	141926	Xenobiotics	Drug - Cardiovascular	5914.0	NAMED	JZUFKLXOESDKRF-UHFFFAOYSA-N	ClC1=C(C=C2S(=O)(NCNC2=C1)=O)S(=O)(N)=O	hydrochlorothiazide	hydrochlorothiazide				58-93-5	3513	HMDB0001928	C07041	3639	Neg	['CHEBI:5778']
493	100002749	209	39592	141914	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	466.0	NAMED	IDIDJDIHTAOVLG-VKHMYHEASA-N	OC([C@H](CSC)N)=O	S-methylcysteine	S-methylcysteine				1187-84-4	22826	HMDB0002108		24417,7058174,88180	Neg	['HMDB:HMDB0002108', 'CHEBI:133545', 'CHEBI:45658']
494	100002761	209	61846	218457	Lipid	Androgenic Steroids	3409.0	NAMED	VFUIRAVTUVCQTF-BSOWLZGZSA-N	O[C@H]1[C@H](O)[C@@H]([C@](O)=O)O[C@@H](O[C@@H]2CC[C@@]3(C)[C@](CC[C@]4([H])[C@]3([H])CC[C@@]5(C)[C@@]4([H])CCC5=O)([H])C2)[C@@H]1O	androsterone glucuronide	androsterone glucuronide				1852-43-3	102793	HMDB0002829	C11135	114833	Neg	['CHEBI:28832']
495	100002769	400	57461	211115	Amino Acid	Urea cycle; Arginine and Proline Metabolism	532.0	NAMED	BMFMQGXDDJALKQ-BYPYZUCNSA-N	N=C(N)NCCC[C@H](O)C(O)=O	argininate*	argininate*				157-07-3	140984	HMDB0003148		160437	Pos Early	['CHEBI:90000']
496	100002773	402	39788	159190	Xenobiotics	Food Component/Plant	5274.0	NAMED	JVKYZPBMZPJNAJ-OQFNDJACSA-N	O[C@H](C1)CC[C@@]2(C)C1=CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@@]5([H])[C@]4([H])[C@H](C)[C@]6([H])N5C[C@@H](C)CC6	solanidine	solanidine				80-78-4	59150	HMDB0003236	C06543	65727	Pos Late	['CHEBI:28374']
497	100002784	400	55072	208196	Amino Acid	Urea cycle; Arginine and Proline Metabolism	501.0	NAMED	ARBHXJXXVVHMET-UHFFFAOYSA-N	OC(C(CCC/N=C(N)/N)=O)=O	2-oxoarginine*	2-oxoarginine*				3715-10-4	542	HMDB0004225	C03771	558	Pos Early	['HMDB:HMDB0004225']
498	100002796	209	62873	220667	Lipid	Medium Chain Fatty Acid	1541.0	NAMED	XKZKQTCECFWKBN-SREVYHEPSA-N	OC(CC\C=C/CCCCC)=O	cis-4-decenoate (10:1n6)*	cis-4-decenoate (10:1n6)*				505-90-8	4471776	HMDB0004980		5282726	Neg	['CHEBI:32380', 'UNII:S0TXC5QGPU']
499	100002807	402	38623	159083	Xenobiotics	Drug - Psychoactive	6093.0	NAMED	PNVNVHUZROJLTJ-UHFFFAOYSA-N	COC1=CC=C(C(C2(CCCCC2)O)CN(C)C)C=C1	venlafaxine	venlafaxine				93413-69-5	5454	HMDB0005016	C07187	5656	Pos Late	['CHEBI:9943']
500	100002808	402	38609	159075	Xenobiotics	Drug - Gastrointestinal	5977.0	NAMED	IQPSEEYGBUAQFF-UHFFFAOYSA-N	COC1=C(C(CS(C2=NC3=CC=C(C=C3N2)OC(F)F)=O)=NC=C1)OC	pantoprazole	pantoprazole				102625-70-7	4517	HMDB0005017	C11806	4679	Pos Late	['CHEBI:7915']
501	100002825	402	39760	159177	Cofactors and Vitamins	Vitamin A Metabolism	4644.0	NAMED	GGCUJPCCTQNTJF-FRCNGJHJSA-N	O=C1CCC(C)(C)C(/C=C/C(C)=C/C=C/C(C)=C/C(O)=O)=C1C	4-oxo-retinoic acid	4-oxo-retinoic acid				38030-57-8	4941652	HMDB0006285		6437063	Pos Late	['CHEBI:80656']
502	100002910	400	62946	220814	Amino Acid	Histidine Metabolism	95.0	NAMED	UJCGYTCAMOHYCG-UHFFFAOYSA-N	O=C(O)CC1=CN=CN1C	1-methyl-5-imidazoleacetate	1-methyl-5-imidazoleacetate				4200-48-0	4954265	HMDB0004988		6451814	Pos Early	['CHEBI:70966']
503	100002911	209	39379	143714	Lipid	Secondary Bile Acid Metabolism	3585.0	NAMED	GHCZAUBVMUEKKP-XROMFQGDSA-N	[H][C@]1([C@H](C)CCC(NCC(O)=O)=O)CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C	glycoursodeoxycholate	glycoursodeoxycholate				64480-66-6	19973534	HMDB0000708		12310288	Neg	['CHEBI:89929']
