CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	curies_goldstandard	invalid_ids_goldstandard
100002613	209	63061	221678	Cofactors and Vitamins	Pantothenate and CoA Metabolism	4551	NAMED	OTOIIPJYVQJATP-BYPYZUCNSA-N	OC([C@H](O)C(C)(C)CO)=O	pantoate	pantoate				470-29-1	388387	HMDB0240389	C00522	5289105	Neg	['INCHIKEY:OTOIIPJYVQJATP-BYPYZUCNSA-N', 'HMDB:HMDB0240389', 'SMILES:OC([C@H](O)C(C)(C)CO)=O', 'CAS:470-29-1', 'KEGG.COMPOUND:C00522', 'PUBCHEM.COMPOUND:5289105']	{}
100002619	305	53237	179411	Carbohydrate	Pentose Metabolism	1328	NAMED	HSNZZMHEPUFJNZ-SHUUEZRQSA-N	OCC([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)=O	sedoheptulose	sedoheptulose				3019-74-7	4573620	HMDB0003219	C02076	5459879	Polar	['HMDB:HMDB0003219', 'KEGG.COMPOUND:C02076', 'PUBCHEM.COMPOUND:5459879', 'SMILES:OCC([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)=O', 'INCHIKEY:HSNZZMHEPUFJNZ-SHUUEZRQSA-N', 'CAS:3019-74-7']	{}
100002717	400	38661	156555	Xenobiotics	Tobacco Metabolite	4828	NAMED	XOKCJXZZNAUIQN-IENPIDJESA-N	O=C1N(C)[C@H]([C@]2=CN=CC=C2)CC1O	hydroxycotinine	hydroxycotinine				34834-67-8	8395266	HMDB0001390		107963	Pos Early	['CAS:34834-67-8', 'SMILES:O=C1N(C)[C@H]([C@]2=CN=CC=C2)CC1O', 'INCHIKEY:XOKCJXZZNAUIQN-IENPIDJESA-N', 'PUBCHEM.COMPOUND:107963', 'HMDB:HMDB0001390']	{}
100002719	400	38662	156556	Xenobiotics	Tobacco Metabolite	4829	NAMED	CIPULDKLIIVIER-VIFPVBQESA-N	O=C1N(C)[C@H]([C@]2=C[N+]([O-])=CC=C2)CC1	cotinine N-oxide	cotinine N-oxide				36508-80-2	7991264	HMDB0001411		9815514	Pos Early	['PUBCHEM.COMPOUND:9815514', 'CAS:36508-80-2', 'SMILES:O=C1N(C)[C@H]([C@]2=C[N+]([O-])=CC=C2)CC1', 'HMDB:HMDB0001411', 'INCHIKEY:CIPULDKLIIVIER-VIFPVBQESA-N']	{}
100002726	400	38658	156554	Xenobiotics	Drug - Cardiovascular	5877	NAMED	METKIMKYRPQLGS-UHFFFAOYSA-N	OC(COC1=CC=C(CC(N)=O)C=C1)CNC(C)C	atenolol	atenolol				29122-68-7	2162	HMDB0001924	D00235	2249	Pos Early	['SMILES:OC(COC1=CC=C(CC(N)=O)C=C1)CNC(C)C', 'INCHIKEY:METKIMKYRPQLGS-UHFFFAOYSA-N', 'HMDB:HMDB0001924', 'CAS:29122-68-7', 'PUBCHEM.COMPOUND:2249', 'KEGG.DRUG:D00235']	{}
100002734	209	39625	141926	Xenobiotics	Drug - Cardiovascular	5914	NAMED	JZUFKLXOESDKRF-UHFFFAOYSA-N	ClC1=C(C=C2S(=O)(NCNC2=C1)=O)S(=O)(N)=O	hydrochlorothiazide	hydrochlorothiazide				58-93-5	3513	HMDB0001928	C07041	3639	Neg	['SMILES:ClC1=C(C=C2S(=O)(NCNC2=C1)=O)S(=O)(N)=O', 'HMDB:HMDB0001928', 'KEGG.COMPOUND:C07041', 'INCHIKEY:JZUFKLXOESDKRF-UHFFFAOYSA-N', 'CAS:58-93-5', 'PUBCHEM.COMPOUND:3639']	{}
100002749	209	39592	141914	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	466	NAMED	IDIDJDIHTAOVLG-VKHMYHEASA-N	OC([C@H](CSC)N)=O	S-methylcysteine	S-methylcysteine				1187-84-4	22826	HMDB0002108		24417,7058174,88180	Neg	['SMILES:OC([C@H](CSC)N)=O', 'CAS:1187-84-4', 'HMDB:HMDB0002108', 'PUBCHEM.COMPOUND:88180', 'PUBCHEM.COMPOUND:7058174', 'PUBCHEM.COMPOUND:24417', 'INCHIKEY:IDIDJDIHTAOVLG-VKHMYHEASA-N']	{}
100002761	209	61846	218457	Lipid	Androgenic Steroids	3409	NAMED	VFUIRAVTUVCQTF-BSOWLZGZSA-N	O[C@H]1[C@H](O)[C@@H]([C@](O)=O)O[C@@H](O[C@@H]2CC[C@@]3(C)[C@](CC[C@]4([H])[C@]3([H])CC[C@@]5(C)[C@@]4([H])CCC5=O)([H])C2)[C@@H]1O	androsterone glucuronide	androsterone glucuronide				1852-43-3	102793	HMDB0002829	C11135	114833	Neg	['INCHIKEY:VFUIRAVTUVCQTF-BSOWLZGZSA-N', 'PUBCHEM.COMPOUND:114833', 'HMDB:HMDB0002829', 'SMILES:O[C@H]1[C@H](O)[C@@H]([C@](O)=O)O[C@@H](O[C@@H]2CC[C@@]3(C)[C@](CC[C@]4([H])[C@]3([H])CC[C@@]5(C)[C@@]4([H])CCC5=O)([H])C2)[C@@H]1O', 'KEGG.COMPOUND:C11135', 'CAS:1852-43-3']	{}
100002769	400	57461	211115	Amino Acid	Urea cycle; Arginine and Proline Metabolism	532	NAMED	BMFMQGXDDJALKQ-BYPYZUCNSA-N	N=C(N)NCCC[C@H](O)C(O)=O	argininate*	argininate*				0157-07-03	140984	HMDB0003148		160437	Pos Early	['HMDB:HMDB0003148', 'CAS:157-07-3', 'INCHIKEY:BMFMQGXDDJALKQ-BYPYZUCNSA-N', 'SMILES:N=C(N)NCCC[C@H](O)C(O)=O', 'PUBCHEM.COMPOUND:160437']	{}
100002773	402	39788	159190	Xenobiotics	Food Component/Plant	5274	NAMED	JVKYZPBMZPJNAJ-OQFNDJACSA-N	O[C@H](C1)CC[C@@]2(C)C1=CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@@]5([H])[C@]4([H])[C@H](C)[C@]6([H])N5C[C@@H](C)CC6	solanidine	solanidine				80-78-4	59150	HMDB0003236	C06543	65727	Pos Late	['KEGG.COMPOUND:C06543', 'CAS:80-78-4', 'INCHIKEY:JVKYZPBMZPJNAJ-OQFNDJACSA-N', 'HMDB:HMDB0003236', 'SMILES:O[C@H](C1)CC[C@@]2(C)C1=CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@@]5([H])[C@]4([H])[C@H](C)[C@]6([H])N5C[C@@H](C)CC6', 'PUBCHEM.COMPOUND:65727']	{}
100002784	400	55072	208196	Amino Acid	Urea cycle; Arginine and Proline Metabolism	501	NAMED	ARBHXJXXVVHMET-UHFFFAOYSA-N	OC(C(CCC/N=C(N)/N)=O)=O	2-oxoarginine*	2-oxoarginine*				3715-10-4	542	HMDB0004225	C03771	558	Pos Early	['PUBCHEM.COMPOUND:558', 'CAS:3715-10-4', 'INCHIKEY:ARBHXJXXVVHMET-UHFFFAOYSA-N', 'KEGG.COMPOUND:C03771', 'HMDB:HMDB0004225', 'SMILES:OC(C(CCC/N=C(N)/N)=O)=O']	{}
100002796	209	62873	220667	Lipid	Medium Chain Fatty Acid	1541	NAMED	XKZKQTCECFWKBN-SREVYHEPSA-N	OC(CC\C=C/CCCCC)=O	cis-4-decenoate (10:1n6)*	cis-4-decenoate (10:1n6)*				505-90-8	4471776	HMDB0004980		5282726	Neg	['CAS:505-90-8', 'SMILES:OC(CC\\C=C/CCCCC)=O', 'PUBCHEM.COMPOUND:5282726', 'INCHIKEY:XKZKQTCECFWKBN-SREVYHEPSA-N', 'HMDB:HMDB0004980']	{}
100002807	402	38623	159083	Xenobiotics	Drug - Psychoactive	6093	NAMED	PNVNVHUZROJLTJ-UHFFFAOYSA-N	COC1=CC=C(C(C2(CCCCC2)O)CN(C)C)C=C1	venlafaxine	venlafaxine				93413-69-5	5454	HMDB0005016	C07187	5656	Pos Late	['SMILES:COC1=CC=C(C(C2(CCCCC2)O)CN(C)C)C=C1', 'PUBCHEM.COMPOUND:5656', 'KEGG.COMPOUND:C07187', 'HMDB:HMDB0005016', 'INCHIKEY:PNVNVHUZROJLTJ-UHFFFAOYSA-N', 'CAS:93413-69-5']	{}
100002808	402	38609	159075	Xenobiotics	Drug - Gastrointestinal	5977	NAMED	IQPSEEYGBUAQFF-UHFFFAOYSA-N	COC1=C(C(CS(C2=NC3=CC=C(C=C3N2)OC(F)F)=O)=NC=C1)OC	pantoprazole	pantoprazole				102625-70-7	4517	HMDB0005017	C11806	4679	Pos Late	['CAS:102625-70-7', 'SMILES:COC1=C(C(CS(C2=NC3=CC=C(C=C3N2)OC(F)F)=O)=NC=C1)OC', 'KEGG.COMPOUND:C11806', 'INCHIKEY:IQPSEEYGBUAQFF-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:4679', 'HMDB:HMDB0005017']	{}
100002825	402	39760	159177	Cofactors and Vitamins	Vitamin A Metabolism	4644	NAMED	GGCUJPCCTQNTJF-FRCNGJHJSA-N	O=C1CCC(C)(C)C(/C=C/C(C)=C/C=C/C(C)=C/C(O)=O)=C1C	4-oxo-retinoic acid	4-oxo-retinoic acid				38030-57-8	4941652	HMDB0006285		6437063	Pos Late	['INCHIKEY:GGCUJPCCTQNTJF-FRCNGJHJSA-N', 'CAS:38030-57-8', 'HMDB:HMDB0006285', 'PUBCHEM.COMPOUND:6437063', 'SMILES:O=C1CCC(C)(C)C(/C=C/C(C)=C/C=C/C(C)=C/C(O)=O)=C1C']	{}
100002910	400	62946	220814	Amino Acid	Histidine Metabolism	95	NAMED	UJCGYTCAMOHYCG-UHFFFAOYSA-N	O=C(O)CC1=CN=CN1C	1-methyl-5-imidazoleacetate	1-methyl-5-imidazoleacetate				4200-48-0	4954265	HMDB0004988		6451814	Pos Early	['SMILES:O=C(O)CC1=CN=CN1C', 'HMDB:HMDB0004988', 'INCHIKEY:UJCGYTCAMOHYCG-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:6451814', 'CAS:4200-48-0']	{}
100002911	209	39379	143714	Lipid	Secondary Bile Acid Metabolism	3585	NAMED	GHCZAUBVMUEKKP-XROMFQGDSA-N	[H][C@]1([C@H](C)CCC(NCC(O)=O)=O)CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C	glycoursodeoxycholate	glycoursodeoxycholate				64480-66-6	19973534	HMDB0000708		12310288	Neg	['CAS:64480-66-6', 'INCHIKEY:GHCZAUBVMUEKKP-XROMFQGDSA-N', 'HMDB:HMDB0000708', 'PUBCHEM.COMPOUND:12310288', 'SMILES:[H][C@]1([C@H](C)CCC(NCC(O)=O)=O)CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C']	{}
100002912	209	39378	143716	Lipid	Secondary Bile Acid Metabolism	3589	NAMED	BHTRKEVKTKCXOH-BWIGJTJCSA-N	O=C(NCCS(=O)(O)=O)CC[C@@H](C)C1CC[C@@]2([H])[C@]3([H])[C@@H](O)CC4C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C	tauroursodeoxycholate	tauroursodeoxycholate				14605-22-2	24539842	HMDB0000874		9848818	Neg	['SMILES:O=C(NCCS(=O)(O)=O)CC[C@@H](C)C1CC[C@@]2([H])[C@]3([H])[C@@H](O)CC4C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C', 'PUBCHEM.COMPOUND:9848818', 'HMDB:HMDB0000874', 'INCHIKEY:BHTRKEVKTKCXOH-BWIGJTJCSA-N', 'CAS:14605-22-2']	{}
100002927	400	43378	211502	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	467	NAMED	ZZLHPCSGGOGHFW-UHFFFAOYSA-N	NC(CS(C)=O)C(O)=O	S-methylcysteine sulfoxide	S-methylcysteine sulfoxide				6853-87-8	74136	HMDB0029432		82142	Pos Early	['SMILES:NC(CS(C)=O)C(O)=O', 'HMDB:HMDB0029432', 'PUBCHEM.COMPOUND:82142', 'CAS:6853-87-8', 'INCHIKEY:ZZLHPCSGGOGHFW-UHFFFAOYSA-N']	{}
100002945	209	38768	143701	Lipid	Fatty Acid, Branched	1688	NAMED	IIUXHTGBZYEGHI-UHFFFAOYSA-N	CC(CCCCCCCCCCCCCC(O)=O)C	(14 or 15)-methylpalmitate (a17:0 or i17:0)	(14 or 15)-methylpalmitate (a17:0 or i17:0)							C16995	818,117,903,417	Neg	['INCHIKEY:IIUXHTGBZYEGHI-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:17903417', 'SMILES:CC(CCCCCCCCCCCCCC(O)=O)C', 'PUBCHEM.COMPOUND:8181', 'KEGG.COMPOUND:C16995']	{}
100002951	209	39831	141952	Lipid	Fatty Acid, Dicarboxylate	1748	NAMED	JJOJFIHJIRWASH-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCCCCCCCC(O)=O	eicosanedioate (C20-DC)	eicosanedioate (C20-DC)				2424-92-2	68030	HMDB0242141		75502	Neg	['PUBCHEM.COMPOUND:75502', 'HMDB:HMDB0242141', 'INCHIKEY:JJOJFIHJIRWASH-UHFFFAOYSA-N', 'CAS:2424-92-2', 'SMILES:O=C(O)CCCCCCCCCCCCCCCCCCC(O)=O']	{}
100002952	209	39837	141956	Lipid	Fatty Acid, Dicarboxylate	1750	NAMED	DGXRZJSPDXZJFG-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCCCCCCCCCC(O)=O	docosadioate (C22-DC)	docosadioate (C22-DC)				505-56-6	214170	HMDB0242127	C14240	7641	Neg	['SMILES:O=C(O)CCCCCCCCCCCCCCCCCCCCC(O)=O', 'KEGG.COMPOUND:C14240', 'HMDB:HMDB0242127', 'INCHIKEY:DGXRZJSPDXZJFG-UHFFFAOYSA-N', 'CAS:505-56-6', 'PUBCHEM.COMPOUND:7641']	{}
100002953	209	39609	141922	Lipid	Fatty Acid, Monohydroxy	2056	NAMED	UGAGPNKCDRTDHP-UHFFFAOYSA-N	OC(CCCCCCCCCCCCCCCO)=O	16-hydroxypalmitate	16-hydroxypalmitate				506-13-8	10034	HMDB0006294	C18218	10466	Neg	['HMDB:HMDB0006294', 'CAS:506-13-8', 'KEGG.COMPOUND:C18218', 'SMILES:OC(CCCCCCCCCCCCCCCO)=O', 'INCHIKEY:UGAGPNKCDRTDHP-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:10466']	{}
100003064	209	57345	210847	Lipid	Galactosyl Glycerolipids	3031	NAMED	NHJUPBDCSOGIKX-NTXXKDEISA-N	O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](OC[C@H](O)CO)[C@@H]1O	galactosylglycerol	galactosylglycerol				16232-91-0	10263569	HMDB0006790	C05401	16048618	Neg	['PUBCHEM.COMPOUND:16048618', 'SMILES:O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](OC[C@H](O)CO)[C@@H]1O', 'HMDB:HMDB0006790', 'KEGG.COMPOUND:C05401', 'INCHIKEY:NHJUPBDCSOGIKX-NTXXKDEISA-N', 'CAS:16232-91-0']	{}
100003119	209	39732	143757	Lipid	Endocannabinoid	2218	NAMED	KOGRJTUIKPMZEJ-KTKRTIGZSA-N	O=C(CCCCCCC/C=C\CCCCCCCC)NCCS(O)(=O)=O	N-oleoyltaurine	N-oleoyltaurine				52514-04-02	4941625	HMDB0242113		6437033	Neg	['INCHIKEY:KOGRJTUIKPMZEJ-KTKRTIGZSA-N', 'PUBCHEM.COMPOUND:6437033', 'CAS:52514-04-2', 'HMDB:HMDB0242113', 'SMILES:O=C(CCCCCCC/C=C\\CCCCCCCC)NCCS(O)(=O)=O']	{}
100003151	402	46223	159669	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1937	NAMED	MJLXQSQYKZWZCB-DQFWFXSYSA-N	[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O	linoleoylcarnitine (C18:2)*	linoleoylcarnitine (C18:2)*				36816-10-1	4952667	HMDB0006469		6450015	Pos Late	['CAS:36816-10-1', 'SMILES:[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\\C/C=C\\CCCCC)=O)=O', 'INCHIKEY:MJLXQSQYKZWZCB-DQFWFXSYSA-N', 'HMDB:HMDB0006469', 'PUBCHEM.COMPOUND:6450015']	{}
100003157	400	57402	211014	Peptide	Dipeptide	741	NAMED	BSWHERGFUNMWGS-UHFFFAOYSA-N	CC(C(NC(C(N)CC(O)=O)=O)C(O)=O)CC	aspartylisoleucine*	aspartylisoleucine*					13816584	HMDB0028756		21845165	Pos Early	['PUBCHEM.COMPOUND:21845165', 'SMILES:CC(C(NC(C(N)CC(O)=O)=O)C(O)=O)CC', 'HMDB:HMDB0028756', 'INCHIKEY:BSWHERGFUNMWGS-UHFFFAOYSA-N']	{}
100003158	400	40068	156699	Peptide	Dipeptide	740	NAMED	ZVDPYSVOZFINEE-UHFFFAOYSA-N	OC(C(CC(C)C)NC(C(CC(O)=O)N)=O)=O	aspartylleucine	aspartylleucine				3062-14-4	295006	HMDB0028757		332962	Pos Early	['SMILES:OC(C(CC(C)C)NC(C(CC(O)=O)N)=O)=O', 'INCHIKEY:ZVDPYSVOZFINEE-UHFFFAOYSA-N', 'HMDB:HMDB0028757', 'CAS:3062-14-4', 'PUBCHEM.COMPOUND:332962']	{}
100003163	400	40046	156685	Peptide	Dipeptide	869	NAMED	RCFDOSNHHZGBOY-UHFFFAOYSA-N	O=C(C(C(C)CC)[NH3+])NC(C([O-])=O)C	isoleucylalanine	isoleucylalanine				24787-73-3	4414311	HMDB0028900		7009577	Pos Early	['PUBCHEM.COMPOUND:7009577', 'INCHIKEY:RCFDOSNHHZGBOY-UHFFFAOYSA-N', 'HMDB:HMDB0028900', 'CAS:24787-73-3', 'SMILES:O=C(C(C(C)CC)[NH3+])NC(C([O-])=O)C']	{}
100003169	209	40008	141960	Peptide	Dipeptide	875	NAMED	UCGDDTHMMVWVMV-UHFFFAOYSA-N	O=C(C(C(CC)C)N)NCC(O)=O	isoleucylglycine	isoleucylglycine				868-28-0	303621	HMDB0028907		342532	Neg	['SMILES:O=C(C(C(CC)C)N)NCC(O)=O', 'HMDB:HMDB0028907', 'INCHIKEY:UCGDDTHMMVWVMV-UHFFFAOYSA-N', 'CAS:868-28-0', 'PUBCHEM.COMPOUND:342532']	{}
100003174	400	40012	156666	Peptide	Dipeptide	884	NAMED	TWVKGYNQQAUNRN-UHFFFAOYSA-N	O=C(C(CO)NC(C(C(CC)C)N)=O)O	isoleucylserine	isoleucylserine				6403-14-1	15948496	HMDB0028916		14426033	Pos Early	['HMDB:HMDB0028916', 'CAS:6403-14-1', 'PUBCHEM.COMPOUND:14426033', 'SMILES:O=C(C(CO)NC(C(C(CC)C)N)=O)O', 'INCHIKEY:TWVKGYNQQAUNRN-UHFFFAOYSA-N']	{}
100003179	400	40010	156665	Peptide	Dipeptide	889	NAMED	HSQGMTRYSIHDAC-UHFFFAOYSA-N	O=C(C(CC(C)C)N)NC(C)C(O)=O	leucylalanine	leucylalanine				7298-84-2	227625	HMDB0028922		81721	Pos Early	['HMDB:HMDB0028922', 'SMILES:O=C(C(CC(C)C)N)NC(C)C(O)=O', 'PUBCHEM.COMPOUND:81721', 'CAS:7298-84-2', 'INCHIKEY:HSQGMTRYSIHDAC-UHFFFAOYSA-N']	{}
100003185	400	40045	156684	Peptide	Dipeptide	894	NAMED	LESXFEZIFXFIQR-UHFFFAOYSA-N	O=C(C(CC(C)C)N)NCC(O)=O	leucylglycine	leucylglycine				686-50-0	71402	HMDB0028929		79070	Pos Early	['INCHIKEY:LESXFEZIFXFIQR-UHFFFAOYSA-N', 'HMDB:HMDB0028929', 'SMILES:O=C(C(CC(C)C)N)NCC(O)=O', 'PUBCHEM.COMPOUND:79070', 'CAS:686-50-0']	{}
100003200	209	40192	143873	Peptide	Dipeptide	951	NAMED	RFCVXVPWSPOMFJ-UHFFFAOYSA-N	O=C(C(CC(C)C)NC(C(CC1=CC=CC=C1)N)=O)O	phenylalanylleucine	phenylalanylleucine				3303-55-7	3293068	HMDB0253025		76808	Neg	['PUBCHEM.COMPOUND:76808', 'SMILES:O=C(C(CC(C)C)NC(C(CC1=CC=CC=C1)N)=O)O', 'HMDB:HMDB0253025', 'INCHIKEY:RFCVXVPWSPOMFJ-UHFFFAOYSA-N', 'CAS:3303-55-7']	{}
100003240	209	39730	143759	Lipid	Endocannabinoid	2219	NAMED	LMIJIHJZVURGQK-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCCCCCC)NCCS(=O)(O)=O	N-stearoyltaurine	N-stearoyltaurine				63155-80-6	147194	HMDB0240595		168274	Neg	['HMDB:HMDB0240595', 'PUBCHEM.COMPOUND:168274', 'CAS:63155-80-6', 'INCHIKEY:LMIJIHJZVURGQK-UHFFFAOYSA-N', 'SMILES:O=C(CCCCCCCCCCCCCCCCC)NCCS(=O)(O)=O']	{}
100003258	305	63990	232912	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4568	NAMED		OC1=C(OC)C(OC1C(O)CO)=O	2-O-methylascorbic acid	2-O-methylascorbic acid				17860-87-6					Polar	['SMILES:OC1=C(OC)C(OC1C(O)CO)=O', 'CAS:17860-87-6']	{}
100003271	209	54923	208316	Amino Acid	Glutamate Metabolism	58	NAMED	GAQNUGISBQJMKO-UHFFFAOYSA-N	OC(CC(C(NC(CCC(O)=O)C(O)=O)=O)(CC(O)=O)O)=O	beta-citrylglutamate	beta-citrylglutamate				73590-26-8	19992713	HMDB0013220	C20775	189741	Neg	['INCHIKEY:GAQNUGISBQJMKO-UHFFFAOYSA-N', 'SMILES:OC(CC(C(NC(CCC(O)=O)C(O)=O)=O)(CC(O)=O)O)=O', 'HMDB:HMDB0013220', 'CAS:73590-26-8', 'KEGG.COMPOUND:C20775', 'PUBCHEM.COMPOUND:189741']	{}
100003397	400	40406	156717	Lipid	Phospholipid Metabolism	2289	NAMED	UYPYRKYUKCHHIB-UHFFFAOYSA-N	C[N+](C)([O-])C	trimethylamine N-oxide	trimethylamine N-oxide				1184-78-7	1113	HMDB0000925	C01104	1145	Pos Early	['SMILES:C[N+](C)([O-])C', 'INCHIKEY:UYPYRKYUKCHHIB-UHFFFAOYSA-N', 'CAS:1184-78-7', 'PUBCHEM.COMPOUND:1145', 'KEGG.COMPOUND:C01104', 'HMDB:HMDB0000925']	{}
100003415	400	62860	220638	Amino Acid	Lysine Metabolism	117	NAMED	PQNASZJZHFPQLE-LURJTMIESA-N	O=C([C@H](CCCCNC)N)O	N6-methyllysine	N6-methyllysine				1188-07-04	144469	HMDB0002038	C02728	164795	Pos Early	['INCHIKEY:PQNASZJZHFPQLE-LURJTMIESA-N', 'HMDB:HMDB0002038', 'SMILES:O=C([C@H](CCCCNC)N)O', 'KEGG.COMPOUND:C02728', 'CAS:1188-07-4', 'PUBCHEM.COMPOUND:164795']	{}
100003432	209	40481	143017	Xenobiotics	Food Component/Plant	5097	NAMED	BOLQJTPHPSDZHR-UHFFFAOYSA-N	O=C(CCC1=CC=C(O)C(OC)=C1)O	dihydroferulate	dihydroferulate				1135-23-5	13701	HMDB0062121		14340	Neg	['CAS:1135-23-5', 'HMDB:HMDB0062121', 'INCHIKEY:BOLQJTPHPSDZHR-UHFFFAOYSA-N', 'SMILES:O=C(CCC1=CC=C(O)C(OC)=C1)O', 'PUBCHEM.COMPOUND:14340']	{}
100003434	400	40730	156802	Amino Acid	Histidine Metabolism	83	NAMED	ZCKYOWGFRHAZIQ-UHFFFAOYSA-N	OC(CCC1=CN=CN1)=O	imidazole propionate	imidazole propionate				1074-59-5	63798	HMDB0002271		70630	Pos Early	['HMDB:HMDB0002271', 'CAS:1074-59-5', 'PUBCHEM.COMPOUND:70630', 'INCHIKEY:ZCKYOWGFRHAZIQ-UHFFFAOYSA-N', 'SMILES:OC(CCC1=CN=CN1)=O']	{}
100003444	402	40459	159280	Xenobiotics	Drug - Psychoactive	6107	NAMED	WSEQXVZVJXJVFP-FQEVSTJZSA-N	FC1=CC=[C@]([C@]2(CCCN(C)C)OCC3=C2C=CC(C#N)=C3)C=C1	citalopram/escitalopram	citalopram/escitalopram				219861-08-2	129277	HMDB0005028	D07913	146570	Pos Late	['SMILES:FC1=CC=[C@]([C@]2(CCCN(C)C)OCC3=C2C=CC(C#N)=C3)C=C1', 'KEGG.DRUG:D07913', 'INCHIKEY:WSEQXVZVJXJVFP-FQEVSTJZSA-N', 'PUBCHEM.COMPOUND:146570', 'CAS:219861-08-2', 'HMDB:HMDB0005028']	{}
100003470	209	40708	143065	Lipid	Progestin Steroids	3352	NAMED	ZFFFJLDTCLJDHL-JQYCEVDMSA-N	[H][C@]12CC[C@]3([C@@]4(CC[C@]([C@@H](O)C)([C@]4(CC[C@@]3([C@]1(CC[C@@H](O[C@@H]5O[C@H]([C@](O)=O)[C@H]([C@@H]([C@H]5O)O)O)C2)C)[H])C)[H])[H])[H]	pregnanediol-3-glucuronide	pregnanediol-3-glucuronide				1852-49-9	110346	HMDB0010318		123796	Neg	['HMDB:HMDB0010318', 'SMILES:[H][C@]12CC[C@]3([C@@]4(CC[C@]([C@@H](O)C)([C@]4(CC[C@@]3([C@]1(CC[C@@H](O[C@@H]5O[C@H]([C@](O)=O)[C@H]([C@@H]([C@H]5O)O)O)C2)C)[H])C)[H])[H])[H]', 'CAS:1852-49-9', 'PUBCHEM.COMPOUND:123796', 'INCHIKEY:ZFFFJLDTCLJDHL-JQYCEVDMSA-N']	{}
100003473	400	41494	156849	Xenobiotics	Food Component/Plant	5034	NAMED	XUHLIQGRKRUKPH-ITZCMCNPSA-N	C=CCS(C[C@H](N)C(O)=O)=O	alliin	alliin				556-27-4	78760	HMDB0301759	C08265	87310	Pos Early	['PUBCHEM.COMPOUND:87310', 'KEGG.COMPOUND:C08265', 'HMDB:HMDB0301759', 'INCHIKEY:XUHLIQGRKRUKPH-ITZCMCNPSA-N', 'SMILES:C=CCS(C[C@H](N)C(O)=O)=O', 'CAS:556-27-4']	{}
100003513	400	41367	179219	Peptide	Dipeptide	839	NAMED	YIWFXZNIBQBFHR-UHFFFAOYSA-N	O=C(C(CC1=CN=CN1)NC(CN)=O)O	glycylhistidine	glycylhistidine				2489-13-6	369451	HMDB0028843		417360	Pos Early	['CAS:2489-13-6', 'SMILES:O=C(C(CC1=CN=CN1)NC(CN)=O)O', 'PUBCHEM.COMPOUND:417360', 'HMDB:HMDB0028843', 'INCHIKEY:YIWFXZNIBQBFHR-UHFFFAOYSA-N']	{}
100003521	400	42053	213795	Peptide	Dipeptide	995	NAMED	XZKQVQKUZMAADP-UHFFFAOYSA-N	O=C(C(CO)NC(C(CO)N)=O)O	serylserine	serylserine				6620-95-7	122389	HMDB0029048		138784	Pos Early	['CAS:6620-95-7', 'SMILES:O=C(C(CO)NC(C(CO)N)=O)O', 'INCHIKEY:XZKQVQKUZMAADP-UHFFFAOYSA-N', 'HMDB:HMDB0029048', 'PUBCHEM.COMPOUND:138784']	{}
